country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
CZE,manifesto,82529,KDU,Křest'anská a demokratická unie,Christian and Democratic Union,1990,1990,8.4,1990,NA,composed of: KDS Krestanskodemokraticka strana (Christian Democratic Party) KDH K est’anskodemokratické Hnuti (Christian and Democratic Movement) PA Podnikatelské Asociace (Association of Entrepreneurs) ZS Zemédélská Strana (Farmers’ Party),2013-01-01T18:17:45Z,2023-06-05T10:39:39Z,1817,676,2016-09-12T06:42:32Z,CZE,dpi,505,KDU/CSL,NA,NA,1997,1997,8.1,1996,NA,NA,2018-09-06T11:48:04Z,2021-03-12T10:14:52Z,25744,2018-09-06T11:48:04Z
CZE,manifesto,82523,KDU-ČSL,Křest'anská a demokratická unie - Česká strana lidová,Christian and Democratic Union - Czech People's Party,1992,2017,9,1998,NA,NA,2013-01-01T18:16:15Z,2023-06-05T10:39:49Z,1404,676,2013-01-01T18:33:54Z,CZE,dpi,504,KDU-CSL,NA,Christian and Democratic Union _ Czechoslovak People's Party,1993,2015,9,1998,NA,NA,2018-08-18T19:56:11Z,2021-03-12T10:14:52Z,25489,2018-08-18T19:56:11Z
CZE,manifesto,82523,KDU-ČSL,Křest'anská a demokratická unie - Česká strana lidová,Christian and Democratic Union - Czech People's Party,1992,2017,9,1998,NA,NA,2013-01-01T18:16:15Z,2023-06-05T10:39:49Z,1404,676,2013-01-01T18:33:54Z,CZE,dpi,505,KDU/CSL,NA,NA,1997,1997,8.1,1996,NA,NA,2018-09-06T11:48:04Z,2021-03-12T10:14:52Z,25744,2018-09-06T11:48:04Z
CZE,manifesto,82524,KDU-ČSL-US-DEU,Křest'anská a demokratická unie - Česká strana lidová - Unie svobody - Demokratická unie,Christian and Democratic Union - Czech People's Party -  Freedom Union - Democratic Union,2002,2002,14.3,2002,NA,composed of: KDU Krestanská a Demokratická Unie (Christian and Democratic Union) CSL Ceskoslovenska strana lidova (Czechoslovak People’s Party) US Unie Svobody-Democraticke Unie (Freedom Union – Democratic Union) DEU Demokratická Unie (Democratic Union) US and DEU combined into one party in 2001,2013-01-01T18:16:36Z,2023-06-05T10:39:47Z,1498,6202,2019-01-01T16:19:50Z,CZE,dpi,500,Coalition,NA,NA,2003,2006,14.3,2002,NA,NA,2018-09-06T11:47:49Z,2021-03-12T10:14:52Z,25689,2018-09-12T22:16:46Z
CZE,manifesto,82420,LSU,Liberálnĕ sociální unie,Liberal Social Union,1992,1992,6.5,1992,NA,composed of: CSS Ceskoslovenska strana socialisticka (Czechoslovak Socialist Party) ZS Zemédélská strana (Farmers’ Party) SZ Strana zelenych (Green Party),2013-01-01T18:16:48Z,2023-06-05T10:39:45Z,1555,936,2013-01-01T18:33:57Z,CZE,dpi,510,LNSS,NA,Liberal-Social Union,1993,1996,6.5,1992,NA,NA,2018-09-06T11:47:16Z,2021-03-12T10:14:52Z,25603,2018-09-11T10:15:58Z
CZE,manifesto,82412,ODA,Občanská demokratická aliance,Civic Democratic Alliance,1992,1996,6.4,1996,NA,NA,2013-01-01T18:17:26Z,2023-06-05T10:40:02Z,1726,1008,2013-01-01T18:33:58Z,CZE,dpi,512,ODA,NA,Civic Democratic Alliance,1993,1997,6.4,1996,NA,NA,2018-08-18T19:55:59Z,2021-03-12T10:14:52Z,25426,2021-02-06T16:52:31Z
CZE,manifesto,82413,ODS,Občanská demokratická strana,Civic Democratic Party,1992,2017,35.4,2006,NA,NA,2013-01-01T18:17:53Z,2023-06-05T10:39:48Z,1857,466,2013-01-01T18:33:58Z,CZE,dpi,513,ODS,NA,Civic Democratic Party,2007,2015,35.4,2006,NA,NA,2018-07-13T20:35:10Z,2021-03-12T10:14:52Z,24809,2018-07-13T20:35:11Z
CZE,manifesto,82413,ODS,Občanská demokratická strana,Civic Democratic Party,1992,2017,35.4,2006,NA,NA,2013-01-01T18:17:53Z,2023-06-05T10:39:48Z,1857,466,2013-01-01T18:33:58Z,CZE,dpi,514,ODS/KDS,NA,NA,1993,2006,29.7,1992,NA,NA,2018-07-13T20:35:18Z,2021-03-12T10:14:52Z,24867,2018-07-13T20:35:18Z
CZE,manifesto,82419,ODS-KDS,Občanská demokratická strana - Křest'ansko-demokratická strana,Civic Democratic Party - Christian Democratic Party,1992,1992,29.7,1992,NA,NA,2013-01-01T18:17:51Z,2023-06-05T10:40:01Z,1846,3921,2020-11-10T19:42:38Z,CZE,dpi,506,KDU/KDH,NA,Christian and Democratic Union,1991,1992,11.3,1990,NA,NA,2018-09-06T11:47:10Z,2021-03-12T10:14:52Z,25577,2018-09-12T22:32:56Z
CZE,manifesto,82410,OF,Občanské fórum,Civic Forum,1990,1990,49.4,1990,NA,"composed of: ASD Asociace socialnich demokratu (Association of Social Democrats), ODA Obcanska demokraticka alliance (Civic Democratic Alliance) KAN Klub Neangažovanych Nestaniku (Policitally Involved Non-Party Members Club) HOS Hnuté Za Obcanskou Svobodu (Movement for Civic Freedom) LDS Liberalne demokraticka strana (Liberal Democratic Party) RS Republikánská strana (Republican Party)",2013-01-01T18:17:23Z,2023-06-05T10:40:00Z,1714,1349,2013-01-01T18:33:58Z,CZE,dpi,499,CF,NA,Civic F.,1991,1992,45.9,1990,NA,NA,2018-07-13T20:35:14Z,2021-03-12T10:14:52Z,24831,2018-07-13T21:03:40Z
CZE,manifesto,82710,SPR-RSČ,Sdruženi pro republiku - Republikánská strana Československa,Association for the Republic – Republican Party of Czechoslovakia,1992,2002,8,1996,NA,NA,2013-01-01T18:17:02Z,2023-06-05T10:40:01Z,1618,1657,2013-01-01T18:33:59Z,CZE,dpi,498,AR/RP,NA,NA,1997,1997,8,1996,NA,NA,2018-09-06T11:47:57Z,2021-03-12T10:14:52Z,25716,2018-09-12T22:23:15Z
CZE,manifesto,82110,SZ,Strana zelených,Green Party,2006,2013,6.3,2006,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:39Z,3595,1554,2014-02-08T22:27:49Z,CZE,dpi,515,SZ,NA,Green Party,2007,2010,6.3,2006,NA,NA,2018-08-18T19:55:48Z,2021-03-12T10:14:52Z,25372,2018-08-18T19:55:48Z
CZE,manifesto,82530,TOP09,Tradice Odpovědnost Prosperita 09,"Tradition, Responsibility, Prosperity 09",2010,2017,16.7,2010,NA,NA,2014-02-08T21:29:21Z,2023-06-05T10:39:51Z,3773,223,2014-02-08T22:27:19Z,CZE,dpi,516,TOP,NA,NA,2011,2013,16.7,2010,NA,NA,2018-09-06T11:47:47Z,2021-03-12T10:14:52Z,25685,2018-09-11T15:49:22Z
CZE,manifesto,82530,TOP09,Tradice Odpovědnost Prosperita 09,"Tradition, Responsibility, Prosperity 09",2010,2017,16.7,2010,NA,NA,2014-02-08T21:29:21Z,2023-06-05T10:39:51Z,3773,223,2014-02-08T22:27:19Z,CZE,dpi,517,TOP09,NA,TOP 09,2014,2015,13,2013,NA,NA,2018-09-06T11:46:56Z,2021-03-12T10:14:52Z,25510,2018-09-06T11:46:56Z
CZE,manifesto,82421,US,Unie svobody,Freedom Union,1998,1998,8.6,1998,NA,NA,2013-01-01T18:18:01Z,2023-06-05T10:40:03Z,1894,905,2021-02-06T17:14:19Z,CZE,dpi,503,FU,NA,Freedom Union,1998,1998,8.6,1998,NA,NA,2018-09-06T11:47:03Z,2021-03-12T10:14:52Z,25554,2018-09-06T11:47:03Z
CZE,manifesto,82952,VV,Věci veřejné,Public Affairs,2010,2010,10.9,2010,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:53Z,3648,1202,2014-02-08T22:27:10Z,CZE,dpi,518,VV,NA,Public Affairs,2011,2013,10.9,2010,NA,NA,2018-07-11T14:42:37Z,2021-03-12T10:14:52Z,24694,2018-07-11T14:42:37Z
DNK,manifesto,13720,DF,Dansk Folkeparti,Danish People’s Party,1998,2019,21.1,2015,NA,NA,2013-01-01T18:16:55Z,2023-06-05T10:39:43Z,1583,1022,2013-01-01T18:34:08Z,DNK,dpi,520,DF,NA,NA,2002,2015,13.2,2005,NA,NA,2018-08-18T19:55:32Z,2021-03-12T10:14:52Z,25302,2018-08-18T19:55:32Z
DNK,manifesto,13720,DF,Dansk Folkeparti,Danish People’s Party,1998,2019,21.1,2015,NA,NA,2013-01-01T18:16:55Z,2023-06-05T10:39:43Z,1583,1022,2013-01-01T18:34:08Z,DNK,dpi,521,DFP,NA,Danish People's Party (Dansk Folkeparti),2008,2011,13.9,2007,NA,NA,2018-09-06T11:47:13Z,2021-03-12T10:14:52Z,25589,2018-09-11T10:16:54Z
DNK,manifesto,13410,RV,Det Radikale Venstre,Danish Social-Liberal Party,1945,2019,15,1968,NA,NA,2013-01-01T18:18:27Z,2023-06-05T10:39:45Z,2019,1507,2013-01-01T18:34:08Z,DNK,dpi,525,RV,NA,Radical Liberal Party,1975,2015,9.5,2011,NA,NA,2018-08-18T19:55:23Z,2021-03-12T10:14:52Z,25274,2018-08-18T19:55:23Z
DNK,manifesto,13951,FP,Fremskridtspartiet,Progress Party,1973,1998,15.9,1973,NA,NA,2013-01-01T18:17:06Z,2023-06-05T10:39:46Z,1635,1601,2013-01-01T18:34:09Z,DNK,dpi,522,FP,NA,Fremskridspartiet,1975,1993,14.6,1977,NA,NA,2018-08-18T19:56:00Z,2021-03-12T10:14:52Z,25432,2018-08-18T19:56:00Z
DNK,manifesto,13620,KF,Konservative Folkeparti,Conservative People’s Party,1945,2019,23.4,1984,NA,NA,2013-01-01T18:16:20Z,2023-06-05T10:40:01Z,1422,536,2013-01-01T18:34:10Z,DNK,dpi,523,KF,NA,Conservative People's Party,1978,2011,23.4,1984,NA,NA,2018-07-13T20:35:02Z,2021-03-12T10:14:52Z,24746,2018-07-13T20:35:02Z
DNK,manifesto,13001,NY,Liberal Alliance,Liberal Alliance,2007,2019,7.5,2015,NA,NA,2014-02-08T21:29:19Z,2023-06-05T10:39:41Z,3752,212,2014-02-09T13:27:38Z,DNK,dpi,524,LA,NA,Liberal Alliance,2012,2015,5,2011,NA,NA,2018-09-06T11:47:52Z,2021-03-12T10:14:52Z,25703,2018-09-11T10:17:04Z
DNK,manifesto,13320,SD,Socialdemokratiet,Social Democratic Party,1945,2019,42.1,1960,NA,NA,2013-01-01T18:17:49Z,2023-06-05T10:39:57Z,1839,379,2013-01-01T18:34:12Z,DNK,dpi,526,SD,NA,Social Democratic Party,1975,2015,38.3,1979,NA,NA,2018-07-13T20:35:12Z,2021-03-12T10:14:52Z,24816,2018-07-13T20:35:12Z
DNK,manifesto,13230,SF,Socialistisk Folkeparti,Socialist People’s Party,1960,2019,14.6,1987,NA,NA,2013-01-01T18:17:04Z,2023-06-05T10:39:48Z,1625,329,2013-01-01T18:34:12Z,DNK,dpi,527,SF,NA,Socialist People's Party,1982,2015,14.6,1987,NA,NA,2018-08-18T19:55:28Z,2021-03-12T10:14:52Z,25291,2018-08-18T19:55:28Z
DNK,manifesto,13420,V,Venstre,Liberals,1945,2019,31.2,2001,NA,NA,2013-01-01T18:16:33Z,2023-06-05T10:40:03Z,1482,1204,2013-01-01T18:34:12Z,DNK,dpi,528,V,NA,Liberal Party (Venstre),1975,2015,31.2,2001,NA,NA,2018-07-11T14:42:50Z,2021-03-12T10:14:52Z,24730,2018-07-11T14:42:50Z
DOM,manifesto,168331,PLD,Partido de la Liberación Dominicana,Dominican Liberation Party,1996,2016,NA,NA,NA,NA,2023-06-05T10:39:49Z,2023-06-05T10:39:49Z,59065,1225,2023-06-05T10:39:49Z,DOM,dpi,537,PLD,NA,Dominican Liberation Party,1983,2015,57.4,2010,NA,NA,2017-08-26T19:10:30Z,2021-03-12T10:14:52Z,19749,2017-08-26T19:10:30Z
DOM,manifesto,168510,PRSC,Partido Reformista Social Cristiano,Social Christian Reformist Party,1996,2008,NA,NA,NA,NA,2023-06-05T10:40:02Z,2023-06-05T10:40:02Z,59172,194,2023-06-05T10:40:02Z,DOM,dpi,540,PRSC,NA,Social Christian Reformist Party,1985,2015,46.7,1986,NA,NA,2017-08-26T19:10:44Z,2021-03-12T10:14:52Z,20049,2017-08-26T19:10:44Z
DOM,manifesto,168321,PRD,Partido Revolucionario Dominicano,Dominican Revolutionary Party,1996,2012,NA,NA,NA,NA,2023-06-05T10:39:47Z,2023-06-05T10:39:47Z,59043,1441,2023-06-05T10:39:47Z,DOM,dpi,539,PRD,NA,Dominican Revolutionary Party,1979,2015,53.8,1978,NA,NA,2017-08-26T19:10:36Z,2021-03-12T10:14:52Z,19858,2017-08-26T19:10:36Z
ECU,manifesto,154712,CREO,Creando Oportunidades,Creating Opportunities,2013,2017,NA,NA,NA,NA,2023-06-05T10:40:02Z,2023-06-05T10:40:02Z,59175,4269,2023-06-05T10:40:02Z,ECU,dpi,543,CREO,NA,Creating Opportunities,2014,2015,8.8,2013,NA,NA,2018-07-05T13:05:45Z,2021-03-12T10:14:52Z,20975,2018-07-05T13:05:45Z
ECU,manifesto,154510,DP - UDC,Democracia Popular - Unión Demócrata Cristiana,Popular Democracy - Christian Democratic Union,1996,1996,NA,NA,NA,NA,2023-06-05T10:40:03Z,2023-06-05T10:40:03Z,59183,1405,2023-06-05T10:44:35Z,ECU,dpi,544,DP,NA,Popular Democracy,1982,2002,14.6,1996,NA,NA,2018-05-02T19:13:13Z,2021-03-12T10:14:52Z,20490,2018-05-29T12:18:24Z
ECU,manifesto,154321,ID,Izquierda Democrática,Democratic Left,2002,2002,NA,NA,NA,NA,2023-06-05T10:39:47Z,2023-06-05T10:39:47Z,59053,797,2023-06-05T10:39:48Z,ECU,dpi,546,ID,NA,Democratic Left,1980,2006,38,1988,NA,NA,2017-08-26T19:10:38Z,2021-03-12T10:14:52Z,19923,2017-08-26T19:10:39Z
ECU,manifesto,154210,MUPP-NP,Movimiento de Unidad Plurinacional Pachakutik - Nuevo País,Pachakutik Plurinational Unity Movement - New Country,1996,2006,NA,NA,NA,NA,2023-06-05T10:39:40Z,2023-06-05T10:39:40Z,58991,827,2023-06-05T10:45:11Z,ECU,dpi,547,MNPP,NA,New Country Pachakutik Movement,1997,2009,9.8,1996,NA,NA,2017-09-06T08:40:32Z,2021-03-12T10:14:52Z,20259,2018-10-01T15:01:10Z
ECU,manifesto,154711,PRIAN,Partido Renovador Institucional de Acción Nacional,Institutional Renewal Party of National Action,2002,2009,NA,NA,NA,NA,2023-06-05T10:39:55Z,2023-06-05T10:39:55Z,59123,1131,2023-06-05T10:39:55Z,ECU,dpi,555,PRIAN,NA,Institutional Renewal Party of National Action,2003,2013,27.8,2006,NA,NA,2017-08-26T19:10:38Z,2021-03-12T10:14:52Z,19910,2017-08-26T19:10:38Z
ECU,manifesto,154951,PRE,Partido Roldosista Ecuatoriano,Ecuadorian Roldosist Party,1996,2006,NA,NA,NA,NA,2023-06-05T10:39:47Z,2023-06-05T10:39:47Z,59047,1450,2023-06-05T10:39:47Z,ECU,dpi,554,PRE,NA,Ecuadorian Roldosist Party,1987,2002,23.2,1996,NA,NA,2017-08-26T19:10:30Z,2021-03-12T10:14:52Z,19748,2017-08-26T19:10:30Z
ECU,manifesto,154521,PSC,Partido Social Cristiano,Social Christian Party,1996,2017,NA,NA,NA,NA,2023-06-05T10:39:58Z,2023-06-05T10:39:58Z,59144,950,2023-06-05T10:39:58Z,ECU,dpi,556,PSC,NA,Social Christian Party,1982,2015,33.8,1994,NA,NA,2017-09-06T08:40:25Z,2021-03-12T10:14:52Z,20166,2017-09-06T08:40:25Z
ECU,manifesto,154952,PSP,Partido Sociedad Patriótica,Patriotic Society Party,2006,2017,NA,NA,NA,NA,2023-06-05T10:39:48Z,2023-06-05T10:39:48Z,59056,246,2023-06-05T10:39:48Z,ECU,dpi,558,PSP,NA,Patriotic Society Party (January 21 Patriotic Society Party),2003,2015,18.6,2006,NA,NA,2017-08-26T19:10:39Z,2021-03-12T10:14:52Z,19925,2017-08-26T19:10:39Z
ECU,manifesto,154001,PSP-MUPP-NP,Partido Sociedad Patriótica - Movimiento de Unidad Plurinacional Pachakutik - Nuevo País,Patriotic Society Party - Pachakutik Plurinational Unity Movement - New Country,2002,2002,NA,NA,NA,NA,2023-06-05T10:39:59Z,2023-06-05T10:39:59Z,59146,827,2023-06-05T10:45:12Z,ECU,dpi,547,MNPP,NA,New Country Pachakutik Movement,1997,2009,9.8,1996,NA,NA,2017-09-06T08:40:32Z,2021-03-12T10:14:52Z,20259,2018-10-01T15:01:10Z
EST,manifesto,83411,K,Eesti Keskerakond,Estonian Center Party,1995,2019,26.1,2007,NA,NA,2013-01-01T18:18:27Z,2023-06-05T10:39:56Z,2020,533,2013-01-01T18:34:20Z,EST,dpi,603,EK,NA,Estonian Center Party,1996,2015,26.1,2007,NA,NA,2018-08-18T19:56:11Z,2021-03-12T10:14:53Z,25488,2018-08-18T19:56:11Z
EST,manifesto,83411,K,Eesti Keskerakond,Estonian Center Party,1995,2019,26.1,2007,NA,NA,2013-01-01T18:18:27Z,2023-06-05T10:39:56Z,2020,533,2013-01-01T18:34:20Z,EST,dpi,604,EK/RU,NA,NA,1996,1999,32.2,1996,NA,NA,2018-09-06T11:48:02Z,2021-03-12T10:14:53Z,25737,2018-09-13T10:52:21Z
EST,manifesto,83713,KE,Eesti Koonderakond,Coalition Party,1995,1999,7.6,1999,NA,NA,2013-01-01T18:18:34Z,2023-06-05T10:39:50Z,2056,1556,2013-01-01T18:34:21Z,EST,dpi,611,KE,NA,Estonian Coalition Party,2002,2003,7.6,2002,NA,NA,2018-09-06T11:46:58Z,2021-03-12T10:14:53Z,25527,2018-09-06T11:46:59Z
EST,manifesto,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,13,2003,NA,NA,2013-01-01T18:16:19Z,2023-06-05T10:39:56Z,1419,110,2013-01-01T18:34:24Z,EST,dpi,607,ERL,NA,People's Union of Estonia,2004,2011,13,2003,NA,NA,2018-07-13T20:35:19Z,2021-03-12T10:14:53Z,24877,2018-07-13T20:35:19Z
EST,manifesto,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,13,2003,NA,NA,2013-01-01T18:16:19Z,2023-06-05T10:39:56Z,1419,110,2013-01-01T18:34:24Z,EST,dpi,613,P'P,NA,People's Party,2000,2001,7.3,1999,NA,NA,2018-09-06T11:48:16Z,2021-03-12T10:14:53Z,25778,2018-09-18T14:32:13Z
EST,manifesto,83711,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,8.8,1992,NA,NA,2013-01-01T18:17:20Z,2023-06-05T10:40:03Z,1702,1299,2013-01-01T18:34:22Z,EST,dpi,608,ERSP,NA,Estonian National Independence Party,1993,1995,8.7,1993,NA,NA,2018-09-06T11:47:55Z,2021-03-12T10:14:53Z,25710,2018-09-06T11:47:55Z
EST,manifesto,83430,ER,Eesti Reformierakond,Estonian Reform Party,1995,2019,28.9,2019,NA,NA,2013-01-01T18:17:22Z,2023-06-05T10:39:49Z,1707,821,2013-01-01T18:34:23Z,EST,dpi,614,RE,NA,Estonian Reform Party,1995,2015,28.6,2011,NA,NA,2018-08-18T19:56:02Z,2021-03-12T10:14:53Z,25441,2018-08-18T19:56:02Z
EST,manifesto,83110,EER,Erakond Eestimaa Rohelise,Estonian Greens,2007,2011,7.1,2007,NA,NA,2014-02-08T21:29:21Z,2023-06-05T10:39:39Z,3780,1040,2014-02-09T15:38:45Z,EST,dpi,602,EER,NA,Estonian Greens,2008,2011,7.1,2007,NA,NA,2018-09-06T11:46:54Z,2021-03-12T10:14:53Z,25501,2018-09-11T10:17:22Z
EST,manifesto,83611,RP,Isamaa,Pro Patria,2003,2019,24.6,2003,NA,NA,2013-01-01T18:17:13Z,2023-06-05T10:39:46Z,1666,685,2018-09-13T10:48:51Z,EST,dpi,610,IRL,NA,Pro Patria and Res Publica Union,2008,2015,20.5,2011,NA,NA,2018-08-18T19:55:18Z,2021-03-12T10:14:53Z,25256,2018-08-18T19:55:18Z
EST,manifesto,83709,I/ERSP,Ismaaaliit,Pro Patria Union,1995,2003,16.1,1999,NA,composed of: Isamaa (Fatherland) ERSP Eesti Rahvusliku Soltumatuse Partei (Estonian National Independence Party),2013-01-01T18:16:19Z,2023-06-05T10:39:40Z,1421,779,2017-08-25T07:53:10Z,EST,dpi,609,IL,NA,Fatherland Union,1993,2007,16.1,1999,NA,NA,2018-07-13T20:35:15Z,2021-03-12T10:14:53Z,24843,2018-07-13T20:35:15Z
EST,manifesto,83710,RKI,Rahvuslik Koonderakond Isamaa,National Coalition Pro Patria,1992,1992,22,1992,NA,composed of: EKR Eesti Konservativne Rahvaerakond (Estonian Conservative Party) EKDE Eesti Kristlik-Demokraatlik Erakond (Estonian Christian Democratic Party) EKDL Eesti Kristlik-Demokraatlik Liit (Estonian Christian Democratic Union) ELP Eesti Liberaaldemokraatlik Partei (Estonian Liberal Democratic Party) ELL Eesti Liberaldemokraatlik Liit (Estonian Liberal Democratic Union),2013-01-01T18:16:14Z,2023-06-05T10:39:52Z,1397,779,2013-01-01T18:34:24Z,EST,dpi,609,IL,NA,Fatherland Union,1993,2007,16.1,1999,NA,NA,2018-07-13T20:35:15Z,2021-03-12T10:14:53Z,24843,2018-07-13T20:35:15Z
EST,manifesto,83410,SDE,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2019,17.1,2011,NA,composed of: ESDP Eesti Sotsiaaldemokraatlik Partei (Social Democratic Party) EMK Eesti Maa-Keskerakond (Rural Centre Party),2013-01-01T18:17:48Z,2023-06-05T10:39:55Z,1834,1150,2013-01-01T18:34:26Z,EST,dpi,612,Moderates,NA,People's Party Moderates,1993,2003,15.2,1999,NA,NA,2018-08-18T19:55:52Z,2021-03-12T10:14:53Z,25389,2018-08-18T19:55:52Z
EST,manifesto,83410,SDE,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2019,17.1,2011,NA,composed of: ESDP Eesti Sotsiaaldemokraatlik Partei (Social Democratic Party) EMK Eesti Maa-Keskerakond (Rural Centre Party),2013-01-01T18:17:48Z,2023-06-05T10:39:55Z,1834,1150,2013-01-01T18:34:26Z,EST,dpi,617,SDE,NA,Social Democratic Party,2004,2015,17.1,2011,NA,NA,2018-07-11T14:42:38Z,2021-03-12T10:14:53Z,24696,2018-07-11T14:44:53Z
EST,manifesto,83712,NA,Valimisliit ‘Eesti Kodanik',Electoral Union ‘Estonian Citizen',1992,1992,6.9,1992,NA,composed of: EVP Eesti Vabariigi Partei (Estonian Republic Party) Noarootsi (Living Health Association),2013-01-01T18:17:25Z,2023-06-05T10:39:46Z,1721,1319,2013-01-01T18:34:21Z,EST,dpi,605,EKL,NA,Estonian Citienz,1993,1994,6.8,1993,NA,NA,2018-09-06T11:47:25Z,2021-03-12T10:14:53Z,25635,2018-09-11T10:17:25Z
EST,manifesto,83220,NA,Valimisliit ‘Kindel Kodu',Electoral Union ‘Secure Home',1992,1992,13.6,1992,NA,composed of: K Eesti Koonderakond (Coalition Party) EM Eesti Maalit (Estonian Rural Union) EDO Eesti Demokraatlik Öiglusliit (Estonian Democratic Justice) EPL Eesti Pensionärde Liit-EPL (Estonian Pensioner’s Union),2013-01-01T18:17:08Z,2023-06-05T10:40:00Z,1644,1556,2018-07-08T13:08:19Z,EST,dpi,611,KE,NA,Estonian Coalition Party,2002,2003,7.6,2002,NA,NA,2018-09-06T11:46:58Z,2021-03-12T10:14:53Z,25527,2018-09-06T11:46:59Z
FIN,manifesto,14620,KK,Kansallinen Kokoomus,National Coalition,1945,2019,23.1,1987,NA,NA,2013-01-01T18:18:01Z,2023-06-05T10:40:01Z,1896,495,2015-07-28T10:02:48Z,FIN,dpi,657,KOK,NA,National Coalition Party,1980,2015,35.2,1979,NA,NA,2018-07-13T20:35:09Z,2021-03-12T10:14:54Z,24798,2018-07-13T20:35:09Z
FIN,manifesto,14820,PS,Perussuomalaiset,True Finns,1966,2019,19.1,2011,NA,NA,2013-01-01T18:17:37Z,2023-06-05T10:39:49Z,1781,1689,2013-01-01T18:34:31Z,FIN,dpi,660,PS,NA,Finns Party,2012,2015,19,2011,NA,NA,2018-08-18T19:55:16Z,2021-03-12T10:14:54Z,25244,2018-08-18T19:55:16Z
FIN,manifesto,14901,RKP/SFP,Ruotsalainen Kansanpuolue/Svenska Folkpartiet,Swedish People’s Party,1945,2019,8.4,1945,NA,NA,2013-01-01T18:17:52Z,2023-06-05T10:39:41Z,1854,1229,2013-01-01T18:34:30Z,FIN,dpi,661,SFP,NA,Swedish People's Party,1977,2007,5.6,1987,NA,NA,2018-09-06T11:47:00Z,2021-03-12T10:14:54Z,25533,2018-09-06T11:47:00Z
FIN,manifesto,14221,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People’s Democratic Union,1945,1987,23.5,1945,NA,NA,2013-01-01T18:16:38Z,2023-06-05T10:39:40Z,1504,1096,2013-01-01T18:34:30Z,FIN,dpi,662,SKDL,NA,Finnish People's Democratic League,1976,1990,18.9,1979,NA,NA,2018-08-18T19:55:47Z,2021-03-12T10:14:54Z,25367,2018-08-18T19:55:47Z
FIN,manifesto,14810,SK,Suomen Keskusta,Finnish Centre,1945,2019,24.8,1991,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:39:50Z,1993,901,2013-01-01T18:34:29Z,FIN,dpi,656,KESK,NA,Finnish Center,1976,2015,35.2,1987,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:53Z,24751,2018-07-13T20:35:03Z
FIN,manifesto,14320,SSDP,Suomen Sosialidemokraattinen Puolue,Finnish Social Democrats,1945,2019,28.3,1995,NA,NA,2013-01-01T18:16:56Z,2023-06-05T10:39:41Z,1589,1303,2013-01-01T18:34:31Z,FIN,dpi,664,SSDP,NA,Finnish Social Democratic Party,1975,2015,35.2,1991,NA,NA,2018-07-13T20:35:16Z,2021-03-12T10:14:54Z,24849,2018-07-13T20:35:16Z
FIN,manifesto,14223,VAS,Vasemmistoliitto,Left Wing Alliance,1991,2019,11.2,1995,NA,NA,2013-01-01T18:17:27Z,2023-06-05T10:39:42Z,1735,1044,2013-01-01T18:34:32Z,FIN,dpi,665,Vas,NA,Left-Wing Alliance,1991,2015,11.2,1995,NA,NA,2018-09-06T11:48:07Z,2021-03-12T10:14:54Z,25756,2018-09-06T15:10:51Z
FRA,manifesto,31720,FN,Front National,National Front,1986,2017,14.9,1997,NA,NA,2013-01-01T18:17:06Z,2023-06-05T10:39:49Z,1634,433,2013-01-01T18:34:34Z,FRA,dpi,670,Communists,NA,NA,1982,2002,9.8,1986,NA,NA,2018-08-18T19:55:29Z,2021-03-12T10:14:54Z,25296,2018-08-18T19:55:29Z
FRA,manifesto,31720,FN,Front National,National Front,1986,2017,14.9,1997,NA,NA,2013-01-01T18:17:06Z,2023-06-05T10:39:49Z,1634,433,2013-01-01T18:34:34Z,FRA,dpi,675,NF,NA,Nat. Front,1987,2002,9.6,1986,NA,NA,2018-09-06T11:47:07Z,2021-03-12T10:14:54Z,25566,2018-09-12T22:36:48Z
FRA,manifesto,31626,UMP,Les Républicains,The Republicans,2002,2017,39.5,2007,NA,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21Z,2023-06-05T10:39:45Z,1991,1595,2013-01-01T18:34:39Z,FRA,dpi,687,UMP,NA,Union for a Popular Movement,2003,2015,47.3,2002,NA,NA,2018-07-11T14:42:44Z,2021-03-12T10:14:54Z,24714,2018-07-11T14:42:44Z
